customer_id,region,usage_type,daily_usage_liters,system_uptime_percent,reduction_percent,days_since_maintenance,complaint_count,maintenance_urgency,cluster_label,cluster_description,recommendation,install_month
CUST_1246,Nashik,Residential,1504,83.38,57.24,86,5,1.03,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_1247,Pune,Industrial,2905,86.94,63.82,11,4,0.13,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-05
CUST_1248,Mumbai,Residential,3712,84.12,60.05,31,4,0.37,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_1249,Nashik,Residential,1781,71.44,50.48,15,4,0.21,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-01
CUST_1250,Pune,Agricultural,1403,96.46,69.49,105,4,1.09,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-04
CUST_1251,Mumbai,Residential,946,83.33,63.93,12,2,0.14,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_1252,Mumbai,Agricultural,3334,87.67,79.74,15,1,0.17,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-05
CUST_1253,Mumbai,Residential,3167,74.18,85.88,92,0,1.24,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_1254,Mumbai,Industrial,772,70.1,72.21,34,5,0.49,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_1255,Nashik,Residential,411,77.36,46.61,98,5,1.27,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_1256,Nashik,Industrial,3663,91.14,75.95,19,1,0.21,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_1257,Pune,Industrial,2145,72.98,47.77,60,1,0.82,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-01
CUST_1258,Pune,Residential,1954,97.27,75.82,39,1,0.4,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-05
CUST_1259,Pune,Industrial,682,76.45,79.25,43,2,0.56,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-06
CUST_1260,Mumbai,Residential,316,76.14,54.89,28,1,0.37,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_1261,Mumbai,Residential,792,75.45,85.97,12,2,0.16,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-06
CUST_1262,Nashik,Industrial,3702,70.42,90.55,47,3,0.67,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_1263,Mumbai,Industrial,3273,93.15,85.65,46,3,0.49,Efficient User,Customer with strong uptime and excellent water quality,Offer loyalty upgrade,2024-04
CUST_1264,Mumbai,Agricultural,2196,96.25,60.26,88,5,0.91,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-01
CUST_1265,Mumbai,Industrial,1809,88.42,74.33,45,3,0.51,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-01
CUST_1266,Pune,Agricultural,3777,75.65,90.74,51,2,0.67,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-01
CUST_1267,Pune,Industrial,416,78.56,61.03,30,2,0.38,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_1268,Nashik,Residential,1878,84.28,86.0,56,0,0.66,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_1269,Mumbai,Industrial,1179,98.63,45.47,92,1,0.93,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-01
CUST_1270,Mumbai,Residential,2462,77.42,45.18,26,4,0.34,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_1271,Nashik,Residential,2118,91.95,82.99,9,4,0.1,Efficient User,Customer with strong uptime and excellent water quality,Offer loyalty upgrade,2024-04
CUST_1272,Mumbai,Residential,1872,83.18,83.07,19,1,0.23,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_1273,Mumbai,Agricultural,3161,78.94,84.45,40,4,0.51,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-06
CUST_1274,Pune,Industrial,1948,83.68,91.5,105,4,1.25,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_1275,Nashik,Residential,3918,72.14,50.9,67,4,0.93,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_1276,Nashik,Residential,943,93.96,56.6,97,5,1.03,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_1277,Nashik,Agricultural,1659,77.3,90.19,83,2,1.07,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-06
CUST_1278,Nashik,Industrial,635,91.76,53.86,95,2,1.04,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_1279,Pune,Industrial,3269,72.05,79.11,53,2,0.74,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_1280,Pune,Agricultural,446,98.65,71.52,59,1,0.6,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-01
CUST_1281,Mumbai,Agricultural,421,75.79,49.16,76,3,1.0,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_1282,Mumbai,Industrial,380,96.48,59.26,64,5,0.66,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_1283,Mumbai,Agricultural,3032,94.28,71.02,61,5,0.65,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-05
CUST_1284,Mumbai,Industrial,3009,99.04,87.62,33,4,0.33,Efficient User,Customer with strong uptime and excellent water quality,Offer loyalty upgrade,2024-02
CUST_1285,Pune,Industrial,2722,84.34,80.38,23,0,0.27,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-05
CUST_1286,Nashik,Residential,3941,91.82,76.09,99,2,1.08,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-01
CUST_1287,Pune,Residential,2410,81.12,69.8,77,5,0.95,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_1288,Mumbai,Industrial,803,75.53,59.93,14,5,0.19,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-01
CUST_1289,Pune,Industrial,967,83.29,50.96,105,0,1.26,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-04
CUST_1290,Nashik,Industrial,2796,74.97,65.45,14,4,0.19,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_1291,Nashik,Industrial,3799,99.46,46.43,101,5,1.02,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_1292,Pune,Industrial,3215,72.89,55.55,93,5,1.28,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_1293,Pune,Industrial,3798,87.68,66.62,61,3,0.7,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-06
CUST_1294,Pune,Agricultural,1744,88.79,65.93,58,0,0.65,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-02
CUST_1295,Mumbai,Industrial,1645,86.14,47.21,60,4,0.7,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-06
CUST_1296,Pune,Agricultural,3027,89.87,74.45,72,4,0.8,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-01
CUST_1297,Pune,Agricultural,1489,73.49,72.48,73,2,0.99,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-04
CUST_1298,Pune,Industrial,1920,86.65,48.91,91,3,1.05,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_1299,Nashik,Industrial,2280,78.62,92.16,107,4,1.36,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_1300,Nashik,Agricultural,1972,98.21,49.97,59,3,0.6,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_1301,Mumbai,Agricultural,2808,92.86,87.74,73,2,0.79,Efficient User,Customer with strong uptime and excellent water quality,Offer loyalty upgrade,2024-04
CUST_1302,Mumbai,Industrial,758,99.18,45.02,76,0,0.77,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-05
CUST_1303,Nashik,Industrial,1512,71.13,89.11,85,5,1.19,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-06
CUST_1304,Nashik,Agricultural,763,78.55,45.99,5,5,0.06,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_1305,Nashik,Agricultural,1211,75.86,82.89,118,1,1.56,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_1306,Pune,Agricultural,2726,70.33,63.08,16,1,0.23,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-06
CUST_1307,Pune,Residential,1325,77.27,81.91,39,1,0.5,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_1308,Nashik,Agricultural,3989,90.36,65.09,82,5,0.91,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-01
CUST_1309,Pune,Residential,2711,76.93,48.55,116,3,1.51,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_1310,Pune,Industrial,371,85.27,83.38,86,1,1.01,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-06
CUST_1311,Mumbai,Industrial,1750,96.63,48.56,78,0,0.81,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-01
CUST_1312,Nashik,Agricultural,2985,90.81,91.11,83,4,0.91,Efficient User,Customer with strong uptime and excellent water quality,Offer loyalty upgrade,2024-03
CUST_1313,Nashik,Industrial,1493,81.84,47.55,110,3,1.34,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_1314,Pune,Industrial,3576,81.17,68.97,37,5,0.46,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-01
CUST_1315,Nashik,Industrial,2148,83.67,81.15,87,0,1.04,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-06
CUST_1316,Mumbai,Industrial,2684,75.31,64.66,102,5,1.35,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-06
CUST_1317,Mumbai,Residential,2322,89.02,55.86,113,3,1.27,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_1318,Mumbai,Residential,3843,80.92,82.95,29,3,0.36,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_1319,Nashik,Agricultural,2542,95.57,84.21,20,3,0.21,Efficient User,Customer with strong uptime and excellent water quality,Offer loyalty upgrade,2024-03
CUST_1320,Nashik,Agricultural,1311,92.7,91.13,12,2,0.13,Efficient User,Customer with strong uptime and excellent water quality,Offer loyalty upgrade,2024-01
CUST_1321,Nashik,Agricultural,952,88.32,63.81,39,4,0.44,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_1322,Nashik,Industrial,1598,80.93,70.31,89,1,1.1,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_1323,Nashik,Industrial,306,76.3,63.16,87,2,1.14,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_1324,Mumbai,Residential,1204,93.28,57.85,50,4,0.54,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-01
CUST_1325,Pune,Residential,3326,84.59,82.55,15,5,0.18,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-05
CUST_1326,Mumbai,Agricultural,2328,76.74,61.98,65,1,0.85,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-04
CUST_1327,Nashik,Residential,2913,75.86,66.41,48,2,0.63,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-01
CUST_1328,Mumbai,Residential,915,74.96,65.18,15,2,0.2,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-04
CUST_1329,Nashik,Residential,2173,93.31,80.63,15,0,0.16,Efficient User,Customer with strong uptime and excellent water quality,Offer loyalty upgrade,2024-03
CUST_1330,Nashik,Residential,2920,76.87,90.89,26,2,0.34,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_1331,Mumbai,Residential,2946,85.8,78.34,89,3,1.04,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_1332,Nashik,Agricultural,1069,83.55,68.58,95,5,1.14,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_1333,Pune,Agricultural,3549,87.39,83.96,86,2,0.98,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-02
CUST_1334,Nashik,Residential,2589,96.31,77.05,66,3,0.69,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_1335,Pune,Agricultural,3574,96.03,48.03,110,4,1.15,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_1336,Pune,Industrial,1866,83.53,49.78,52,4,0.62,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_1337,Nashik,Residential,1785,70.46,46.9,108,3,1.53,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-06
CUST_1338,Mumbai,Industrial,3451,82.79,67.84,106,0,1.28,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-01
CUST_1339,Pune,Agricultural,3894,88.19,86.29,98,0,1.11,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-06
CUST_1340,Mumbai,Agricultural,1740,86.73,60.65,67,4,0.77,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-05
CUST_1341,Pune,Industrial,1065,89.54,64.21,55,5,0.61,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-05
CUST_1342,Nashik,Agricultural,683,74.62,90.47,49,2,0.66,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_1343,Nashik,Residential,2738,89.4,86.85,115,4,1.29,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-01
CUST_1344,Pune,Industrial,3243,75.48,78.25,113,4,1.5,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_1345,Nashik,Residential,987,92.52,58.34,37,3,0.4,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-06
CUST_1346,Pune,Industrial,1449,80.17,50.85,89,0,1.11,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-06
CUST_1347,Nashik,Agricultural,3865,91.3,45.8,64,5,0.7,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_1348,Mumbai,Industrial,346,71.44,50.35,6,3,0.08,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-04
CUST_1349,Nashik,Industrial,3847,82.24,59.63,17,4,0.21,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-02
CUST_1350,Mumbai,Residential,2272,91.15,72.59,70,1,0.77,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-05
CUST_1351,Nashik,Agricultural,2966,76.81,48.2,61,2,0.79,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-01
CUST_1352,Mumbai,Residential,763,93.86,51.81,47,4,0.5,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-01
CUST_1353,Nashik,Agricultural,2172,88.92,54.05,49,3,0.55,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-05
CUST_1354,Mumbai,Residential,422,87.63,76.6,35,1,0.4,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-04
CUST_1355,Pune,Industrial,3845,80.61,75.79,14,1,0.17,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-06
CUST_1356,Pune,Residential,2481,84.47,72.54,27,4,0.32,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-05
CUST_1357,Mumbai,Agricultural,1942,87.92,57.53,90,5,1.02,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-01
CUST_1358,Nashik,Agricultural,1140,84.17,63.56,115,0,1.37,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_1359,Mumbai,Industrial,1885,90.95,49.83,33,1,0.36,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-04
CUST_1360,Nashik,Agricultural,3196,83.01,56.32,101,2,1.22,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_1361,Pune,Residential,2954,76.07,89.89,35,3,0.46,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_1362,Nashik,Industrial,2103,76.42,93.98,82,3,1.07,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_1363,Pune,Agricultural,322,70.17,77.38,78,3,1.11,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-04
CUST_1364,Nashik,Agricultural,865,79.03,90.84,22,4,0.28,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-01
CUST_1365,Nashik,Residential,2209,92.47,77.14,15,3,0.16,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-06
CUST_1366,Nashik,Residential,3113,93.82,46.66,107,3,1.14,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-06
CUST_1367,Mumbai,Industrial,1264,76.07,94.84,51,2,0.67,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-04
CUST_1368,Mumbai,Agricultural,2582,98.77,49.95,7,0,0.07,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_1369,Pune,Residential,1295,85.07,79.13,6,5,0.07,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-06
CUST_1370,Pune,Industrial,3430,97.51,57.64,58,4,0.59,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-05
CUST_1371,Mumbai,Agricultural,1487,91.2,64.6,76,4,0.83,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-02
CUST_1372,Pune,Agricultural,2094,91.67,77.3,35,3,0.38,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-02
CUST_1373,Mumbai,Industrial,1125,72.55,66.82,12,2,0.17,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-06
CUST_1374,Nashik,Industrial,515,76.6,57.53,47,1,0.61,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-04
CUST_1375,Pune,Residential,3554,70.26,61.72,52,3,0.74,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-04
CUST_1376,Pune,Agricultural,3940,91.48,62.08,6,3,0.07,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-04
CUST_1377,Mumbai,Agricultural,956,80.33,92.97,26,4,0.32,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-02
CUST_1378,Pune,Agricultural,3282,93.6,84.93,9,4,0.1,Efficient User,Customer with strong uptime and excellent water quality,Offer loyalty upgrade,2024-01
CUST_1379,Pune,Industrial,1413,80.17,67.93,11,3,0.14,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-02
CUST_1380,Nashik,Residential,2287,94.58,54.99,24,4,0.25,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-01
CUST_1381,Pune,Agricultural,610,73.92,85.55,96,2,1.3,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-04
CUST_1382,Nashik,Industrial,856,75.2,52.86,81,1,1.08,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_1383,Mumbai,Agricultural,3319,80.23,55.52,6,1,0.07,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-02
CUST_1384,Pune,Residential,2604,82.25,63.3,36,1,0.44,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-04
CUST_1385,Nashik,Agricultural,2880,80.46,89.02,94,3,1.17,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_1386,Mumbai,Residential,1856,92.91,51.59,7,5,0.08,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-04
CUST_1387,Pune,Residential,351,72.91,51.11,45,3,0.62,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_1388,Mumbai,Agricultural,1661,80.54,69.7,46,3,0.57,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-05
CUST_1389,Pune,Agricultural,1494,95.12,58.82,81,2,0.85,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-02
CUST_1390,Mumbai,Residential,3438,72.0,73.44,89,1,1.24,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_1391,Mumbai,Industrial,1948,98.27,67.58,49,4,0.5,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-01
CUST_1392,Nashik,Residential,2647,99.59,66.75,105,4,1.05,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_1393,Mumbai,Agricultural,971,72.66,50.6,91,0,1.25,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-01
CUST_1394,Pune,Agricultural,1077,78.74,52.05,75,0,0.95,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_1395,Pune,Industrial,1131,81.17,86.05,21,5,0.26,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-06
CUST_1396,Nashik,Residential,2579,93.29,89.29,96,4,1.03,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-06
CUST_1397,Pune,Residential,3322,87.88,56.73,51,1,0.58,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-05
CUST_1398,Pune,Residential,2160,89.33,50.67,98,3,1.1,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_1399,Pune,Agricultural,3439,92.73,47.67,73,4,0.79,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-06
CUST_1400,Mumbai,Residential,1829,73.54,75.41,28,5,0.38,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-01
CUST_1401,Mumbai,Industrial,2375,95.0,80.77,75,5,0.79,Efficient User,Customer with strong uptime and excellent water quality,Offer loyalty upgrade,2024-06
CUST_1402,Pune,Agricultural,2272,91.17,63.64,38,4,0.42,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-06
CUST_1403,Nashik,Agricultural,3999,87.32,78.98,54,0,0.62,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-04
CUST_1404,Mumbai,Residential,1374,96.69,80.65,46,1,0.48,Efficient User,Customer with strong uptime and excellent water quality,Offer loyalty upgrade,2024-06
CUST_1405,Nashik,Industrial,2016,91.01,91.77,37,4,0.41,Efficient User,Customer with strong uptime and excellent water quality,Offer loyalty upgrade,2024-01
CUST_1406,Pune,Agricultural,1583,76.05,48.24,31,3,0.41,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-06
CUST_1407,Pune,Agricultural,890,82.89,54.61,82,3,0.99,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-02
CUST_1408,Mumbai,Residential,3132,84.82,48.43,63,2,0.74,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-06
CUST_1409,Pune,Residential,2967,71.66,88.4,23,3,0.32,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_1410,Mumbai,Industrial,2286,98.64,84.63,116,4,1.18,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-06
CUST_1411,Pune,Residential,2933,73.86,73.73,119,4,1.61,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_1412,Pune,Industrial,1301,90.92,49.18,106,3,1.17,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-04
CUST_1413,Mumbai,Agricultural,2531,85.19,58.67,80,0,0.94,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-01
CUST_1414,Mumbai,Industrial,1346,70.77,59.89,7,1,0.1,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-06
CUST_1415,Mumbai,Industrial,2476,97.74,73.04,75,5,0.77,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-06
CUST_1416,Pune,Industrial,2638,95.56,57.9,103,4,1.08,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_1417,Pune,Agricultural,2155,85.73,48.65,29,3,0.34,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-02
CUST_1418,Nashik,Residential,800,76.87,81.54,117,5,1.52,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_1419,Mumbai,Agricultural,2533,73.65,59.95,19,3,0.26,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-04
CUST_1420,Pune,Residential,778,80.9,67.62,87,4,1.08,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-01
CUST_1421,Pune,Industrial,1894,77.66,51.38,64,2,0.82,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-01
CUST_1422,Mumbai,Industrial,2839,85.2,85.13,87,1,1.02,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-01
CUST_1423,Nashik,Industrial,812,98.99,73.28,27,4,0.27,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-05
