customer_id,region,usage_type,date,raw_hardness_ppm,treated_hardness_ppm,daily_usage_liters,system_uptime_percent,days_since_maintenance,reduction_percent,performance_status,risk_flag,cluster,cluster_label
1095,Mumbai,Agriculture,2023-07-19,527,288,369,95.14157538721528,69,45.35104364326376,Average,True,2,Maintenance Risk
1096,Nashik,Industrial,2023-07-20,590,231,1730,89.60858442771581,54,60.84745762711864,Excellent,True,1,Efficient High Usage
1000,Pune,Industrial,2023-07-21,466,158,409,90.55036786214224,54,66.09442060085837,Excellent,False,2,Maintenance Risk
1018,Mumbai,Residential,2023-07-22,403,256,1255,93.25707665654411,28,36.47642679900744,Poor,False,0,Low Performance
1001,Pune,Agriculture,2023-07-23,693,182,1674,96.85022262339822,56,73.73737373737373,Excellent,False,0,Low Performance
1052,Mumbai,Agriculture,2023-07-24,542,233,1195,89.76973827010502,69,57.01107011070111,Average,True,1,Efficient High Usage
1043,Nashik,Agriculture,2023-07-25,590,220,1916,93.69596749201288,77,62.71186440677966,Excellent,True,1,Efficient High Usage
1089,Nashik,Residential,2023-07-26,420,276,944,90.18437490364602,58,34.285714285714285,Poor,False,1,Efficient High Usage
1031,Pune,Residential,2023-07-27,626,267,1795,97.2365410695266,78,57.34824281150159,Average,True,1,Efficient High Usage
1069,Mumbai,Residential,2023-07-28,516,182,1310,92.00092140651924,75,64.72868217054264,Excellent,True,1,Efficient High Usage
1031,Pune,Residential,2023-07-29,541,292,585,86.15084240279327,42,46.02587800369686,Average,True,2,Maintenance Risk
1067,Pune,Residential,2023-07-30,438,296,1314,87.49078782222304,38,32.42009132420091,Poor,True,1,Efficient High Usage
1054,Mumbai,Industrial,2023-07-31,651,126,1545,85.91657001429448,68,80.64516129032258,Excellent,True,1,Efficient High Usage
1074,Mumbai,Agriculture,2023-08-01,606,179,219,92.48954419021489,53,70.46204620462046,Excellent,False,2,Maintenance Risk
1055,Mumbai,Agriculture,2023-08-02,609,233,319,86.59505946022341,33,61.74055829228243,Excellent,True,2,Maintenance Risk
1016,Nashik,Agriculture,2023-08-03,514,112,152,86.71209953964448,71,78.21011673151752,Excellent,True,2,Maintenance Risk
1037,Pune,Agriculture,2023-08-04,624,163,1857,99.11572390057566,56,73.87820512820514,Excellent,False,0,Low Performance
1023,Pune,Agriculture,2023-08-05,533,289,1574,98.08982608264084,72,45.77861163227016,Average,True,1,Efficient High Usage
1068,Nashik,Agriculture,2023-08-06,650,246,1535,91.78129895217047,51,62.15384615384615,Excellent,False,1,Efficient High Usage
1097,Mumbai,Agriculture,2023-08-07,618,179,1766,99.78707981275308,74,71.03559870550163,Excellent,True,1,Efficient High Usage
1069,Nashik,Agriculture,2023-08-08,490,222,1360,85.00279792255995,43,54.69387755102041,Average,True,1,Efficient High Usage
1085,Nashik,Industrial,2023-08-09,445,142,857,94.2096918441009,15,68.08988764044945,Excellent,False,0,Low Performance
1010,Nashik,Agriculture,2023-08-10,437,188,837,94.24642266057803,38,56.97940503432495,Average,False,2,Maintenance Risk
1015,Pune,Industrial,2023-08-11,541,247,819,91.86164583804832,15,54.34380776340111,Average,False,0,Low Performance
1096,Nashik,Residential,2023-08-12,499,194,505,90.9542195940144,5,61.12224448897795,Excellent,False,2,Maintenance Risk
1072,Pune,Agriculture,2023-08-13,589,295,707,91.83074703220912,83,49.9151103565365,Average,True,1,Efficient High Usage
1058,Pune,Residential,2023-08-14,434,271,1120,91.2244065411952,54,37.55760368663594,Poor,False,1,Efficient High Usage
1069,Pune,Residential,2023-08-15,546,250,521,95.9573871622345,51,54.21245421245421,Average,False,2,Maintenance Risk
1079,Mumbai,Residential,2023-08-16,429,101,811,87.03033152459926,10,76.45687645687646,Excellent,True,2,Maintenance Risk
1092,Pune,Industrial,2023-08-17,483,219,346,87.96458830886695,12,54.6583850931677,Average,True,2,Maintenance Risk
1002,Pune,Residential,2023-08-18,680,121,171,87.70777342588636,4,82.20588235294117,Excellent,True,2,Maintenance Risk
1019,Mumbai,Residential,2023-08-19,669,214,1953,88.93705877681897,18,68.01195814648729,Excellent,True,0,Low Performance
1058,Pune,Residential,2023-08-20,553,156,284,92.87887628172376,80,71.79023508137432,Excellent,True,2,Maintenance Risk
1035,Nashik,Agriculture,2023-08-21,501,171,105,86.66813121007328,36,65.86826347305389,Excellent,True,2,Maintenance Risk
1018,Nashik,Agriculture,2023-08-22,614,106,1329,98.02253942989756,25,82.73615635179154,Excellent,False,0,Low Performance
1089,Pune,Industrial,2023-08-23,549,283,1667,89.46042296962709,87,48.451730418943534,Average,True,1,Efficient High Usage
1066,Mumbai,Industrial,2023-08-24,482,218,1734,87.43806981203062,76,54.77178423236515,Average,True,1,Efficient High Usage
1018,Nashik,Agriculture,2023-08-25,509,294,1005,95.13431964397364,36,42.23968565815324,Average,False,0,Low Performance
1019,Mumbai,Industrial,2023-08-26,674,213,486,85.5712945089898,67,68.39762611275965,Excellent,True,2,Maintenance Risk
1095,Mumbai,Agriculture,2023-08-27,600,115,1891,94.29952847311246,9,80.83333333333333,Excellent,False,0,Low Performance
1070,Nashik,Residential,2023-08-28,683,182,798,95.47297646014748,61,73.35285505124452,Excellent,True,2,Maintenance Risk
1051,Mumbai,Residential,2023-08-29,572,278,1199,88.22374797080079,53,51.39860139860139,Average,True,1,Efficient High Usage
1032,Nashik,Industrial,2023-08-30,605,171,1300,85.62946110165451,18,71.73553719008264,Excellent,True,0,Low Performance
1039,Mumbai,Agriculture,2023-08-31,462,223,926,90.45468038379174,43,51.73160173160173,Average,False,2,Maintenance Risk
1038,Nashik,Agriculture,2023-09-01,472,212,1922,86.47891345362905,35,55.08474576271186,Average,True,0,Low Performance
1081,Pune,Industrial,2023-09-02,650,111,448,86.74716774510006,63,82.92307692307692,Excellent,True,2,Maintenance Risk
1000,Nashik,Agriculture,2023-09-03,523,225,1378,88.81391847167296,78,56.97896749521989,Average,True,1,Efficient High Usage
1010,Nashik,Residential,2023-09-04,520,152,1960,89.43201886940139,4,70.76923076923077,Excellent,True,0,Low Performance
1091,Nashik,Industrial,2023-09-05,674,174,1825,92.9495551153213,41,74.1839762611276,Excellent,False,0,Low Performance
1056,Nashik,Industrial,2023-09-06,519,232,407,95.1758782825452,45,55.29865125240848,Average,False,2,Maintenance Risk
1088,Mumbai,Agriculture,2023-09-07,563,126,1468,93.89156411305277,50,77.61989342806395,Excellent,False,0,Low Performance
1049,Pune,Industrial,2023-09-08,685,239,1250,87.22540505934275,79,65.1094890510949,Excellent,True,1,Efficient High Usage
1022,Nashik,Agriculture,2023-09-09,664,244,386,87.5812904867894,28,63.25301204819277,Excellent,True,2,Maintenance Risk
1030,Mumbai,Agriculture,2023-09-10,560,233,865,98.18153874689372,42,58.392857142857146,Average,False,2,Maintenance Risk
1093,Pune,Agriculture,2023-09-11,488,196,824,93.3752847259617,80,59.83606557377049,Average,True,1,Efficient High Usage
1041,Pune,Agriculture,2023-09-12,541,104,861,98.04906749346532,76,80.77634011090574,Excellent,True,2,Maintenance Risk
1098,Pune,Agriculture,2023-09-13,602,156,1719,90.57319766979812,69,74.08637873754152,Excellent,True,1,Efficient High Usage
1006,Pune,Industrial,2023-09-14,626,255,1610,94.21600011146984,1,59.26517571884984,Average,False,0,Low Performance
1015,Nashik,Residential,2023-09-15,621,177,482,92.85495124081916,39,71.49758454106279,Excellent,False,2,Maintenance Risk
1089,Nashik,Residential,2023-09-16,440,168,1529,89.78685234730693,17,61.81818181818181,Excellent,True,0,Low Performance
1059,Mumbai,Industrial,2023-09-17,595,217,487,92.04873058050391,88,63.52941176470588,Excellent,True,1,Efficient High Usage
1001,Mumbai,Industrial,2023-09-18,467,219,624,92.53736315240398,35,53.1049250535332,Average,False,2,Maintenance Risk
1000,Mumbai,Residential,2023-09-19,663,158,1680,88.01156462135017,46,76.16892911010558,Excellent,True,0,Low Performance
1047,Pune,Residential,2023-09-20,401,132,738,89.72515558565098,42,67.08229426433915,Excellent,True,2,Maintenance Risk
1011,Pune,Residential,2023-09-21,524,161,1037,96.87114625760464,39,69.27480916030534,Excellent,False,0,Low Performance
1068,Nashik,Residential,2023-09-22,509,149,1749,98.73682359181193,49,70.72691552062868,Excellent,False,0,Low Performance
1036,Pune,Residential,2023-09-23,485,211,375,90.39691140317947,62,56.49484536082474,Average,True,2,Maintenance Risk
1031,Pune,Agriculture,2023-09-24,519,118,599,89.60458423313527,38,77.26396917148362,Excellent,True,2,Maintenance Risk
1008,Pune,Industrial,2023-09-25,526,296,816,87.92795746857824,23,43.72623574144487,Average,True,2,Maintenance Risk
1098,Mumbai,Agriculture,2023-09-26,654,222,436,95.17736752975873,22,66.05504587155964,Excellent,False,2,Maintenance Risk
1018,Mumbai,Residential,2023-09-27,582,293,1031,89.84649552499506,4,49.65635738831615,Average,True,0,Low Performance
1047,Nashik,Residential,2023-09-28,415,146,580,99.81624308648784,49,64.81927710843374,Excellent,False,2,Maintenance Risk
1079,Pune,Residential,2023-09-29,461,266,1010,89.8852720309593,59,42.299349240780906,Average,True,1,Efficient High Usage
1002,Pune,Agriculture,2023-09-30,557,295,1396,90.91204070173944,73,47.03770197486535,Average,True,1,Efficient High Usage
1019,Nashik,Agriculture,2023-10-01,667,132,1181,94.05001294318052,68,80.20989505247377,Excellent,True,1,Efficient High Usage
1023,Pune,Residential,2023-10-02,434,240,1451,97.02526439786958,71,44.70046082949309,Average,True,1,Efficient High Usage
1053,Pune,Agriculture,2023-10-03,666,183,1854,92.0427799801845,87,72.52252252252252,Excellent,True,1,Efficient High Usage
1032,Mumbai,Agriculture,2023-10-04,463,281,208,91.33984050683438,2,39.30885529157667,Poor,False,2,Maintenance Risk
1023,Nashik,Residential,2023-10-05,449,234,1402,99.93456750392212,49,47.88418708240535,Average,False,0,Low Performance
1074,Nashik,Agriculture,2023-10-06,654,178,1809,85.15740461709916,88,72.78287461773701,Excellent,True,1,Efficient High Usage
1071,Nashik,Industrial,2023-10-07,548,113,427,98.42597933276868,31,79.37956204379562,Excellent,False,2,Maintenance Risk
1035,Nashik,Industrial,2023-10-08,675,246,1899,87.23711238909605,40,63.55555555555556,Excellent,True,0,Low Performance
1037,Mumbai,Industrial,2023-10-09,571,227,414,96.7888791431337,48,60.24518388791593,Excellent,False,2,Maintenance Risk
1083,Mumbai,Industrial,2023-10-10,600,153,1597,94.26897339769448,51,74.5,Excellent,False,0,Low Performance
1098,Pune,Residential,2023-10-11,434,247,1234,90.1277092824714,43,43.08755760368664,Average,False,1,Efficient High Usage
1088,Pune,Residential,2023-10-12,615,128,798,98.10812433281528,55,79.1869918699187,Excellent,False,2,Maintenance Risk
1098,Pune,Residential,2023-10-13,464,123,880,85.19360841971488,88,73.49137931034483,Excellent,True,1,Efficient High Usage
1024,Pune,Industrial,2023-10-14,407,181,1352,88.40035978112385,49,55.528255528255535,Average,True,1,Efficient High Usage
1092,Mumbai,Industrial,2023-10-15,475,162,1620,93.50339194374304,80,65.89473684210526,Excellent,True,1,Efficient High Usage
1017,Nashik,Agriculture,2023-10-16,573,204,255,90.27313390074548,57,64.3979057591623,Excellent,False,2,Maintenance Risk
1081,Mumbai,Agriculture,2023-10-17,446,156,1596,94.1556624297749,77,65.02242152466367,Excellent,True,1,Efficient High Usage
1065,Pune,Industrial,2023-10-18,414,235,1824,85.36165290113,15,43.23671497584541,Average,True,0,Low Performance
1053,Mumbai,Industrial,2023-10-19,546,161,1395,86.74688395722569,27,70.51282051282051,Excellent,True,0,Low Performance
1034,Nashik,Industrial,2023-10-20,425,256,986,86.90644360327659,68,39.76470588235294,Poor,True,1,Efficient High Usage
1079,Nashik,Industrial,2023-10-21,492,116,1125,87.83925468874014,80,76.42276422764228,Excellent,True,1,Efficient High Usage
1060,Mumbai,Agriculture,2023-10-22,631,165,857,91.88997161200814,64,73.85103011093503,Excellent,True,2,Maintenance Risk
1040,Mumbai,Industrial,2023-10-23,420,105,821,96.28193049315357,30,75.0,Excellent,False,2,Maintenance Risk
1099,Mumbai,Agriculture,2023-10-24,437,157,1634,98.58308256893352,36,64.07322654462243,Excellent,False,0,Low Performance
1032,Pune,Industrial,2023-10-25,675,168,1012,97.5305879542637,67,75.1111111111111,Excellent,True,1,Efficient High Usage
1067,Mumbai,Industrial,2023-10-26,556,255,1409,87.95331807663526,86,54.13669064748201,Average,True,1,Efficient High Usage
1032,Mumbai,Industrial,2023-10-27,578,161,970,91.61725828345948,86,72.14532871972318,Excellent,True,1,Efficient High Usage
1013,Mumbai,Agriculture,2023-10-28,531,268,112,87.99117396637803,49,49.52919020715631,Average,True,2,Maintenance Risk
1020,Nashik,Agriculture,2023-10-29,427,296,707,88.96707725000786,76,30.679156908665107,Poor,True,1,Efficient High Usage
1047,Nashik,Residential,2023-10-30,659,181,597,92.55320472267827,55,72.53414264036418,Excellent,False,2,Maintenance Risk
1019,Pune,Industrial,2023-10-31,475,268,1856,86.02163537085283,85,43.57894736842105,Average,True,1,Efficient High Usage
1007,Pune,Residential,2023-11-01,466,276,337,88.2726149438991,56,40.7725321888412,Average,True,2,Maintenance Risk
1006,Nashik,Residential,2023-11-02,593,276,1217,99.03067241960676,68,53.45699831365936,Average,True,1,Efficient High Usage
1066,Nashik,Agriculture,2023-11-03,561,170,1461,91.99174438987734,44,69.6969696969697,Excellent,False,0,Low Performance
1016,Nashik,Agriculture,2023-11-04,656,230,880,91.68079788966809,31,64.9390243902439,Excellent,False,2,Maintenance Risk
1032,Mumbai,Residential,2023-11-05,471,109,1294,85.21850732126919,58,76.85774946921444,Excellent,True,1,Efficient High Usage
1047,Mumbai,Industrial,2023-11-06,486,197,705,88.71099620587519,87,59.465020576131685,Average,True,1,Efficient High Usage
1075,Nashik,Agriculture,2023-11-07,661,188,760,97.99438653973272,53,71.55824508320727,Excellent,False,2,Maintenance Risk
1058,Mumbai,Industrial,2023-11-08,613,134,1747,87.46942642388004,84,78.14029363784665,Excellent,True,1,Efficient High Usage
1085,Mumbai,Industrial,2023-11-09,552,101,1690,91.2268740930208,79,81.70289855072464,Excellent,True,1,Efficient High Usage
1021,Pune,Residential,2023-11-10,609,223,948,85.21496358800502,23,63.38259441707718,Excellent,True,2,Maintenance Risk
1029,Nashik,Residential,2023-11-11,460,123,1035,92.17503222505836,28,73.26086956521739,Excellent,False,0,Low Performance
1037,Nashik,Residential,2023-11-12,667,173,1590,85.31531660089325,16,74.06296851574213,Excellent,True,0,Low Performance
1050,Mumbai,Residential,2023-11-13,661,265,727,97.294143295987,37,59.90922844175491,Average,False,2,Maintenance Risk
1053,Nashik,Agriculture,2023-11-14,617,121,242,97.37280651230655,21,80.38897893030794,Excellent,False,2,Maintenance Risk
1007,Pune,Agriculture,2023-11-15,682,253,1324,96.81613282453554,79,62.903225806451616,Excellent,True,1,Efficient High Usage
1026,Pune,Residential,2023-11-16,535,270,1303,89.25046103336678,17,49.53271028037384,Average,True,0,Low Performance
1026,Pune,Agriculture,2023-11-17,492,282,813,97.55855827332726,37,42.68292682926829,Average,False,2,Maintenance Risk
1097,Nashik,Residential,2023-11-18,508,138,1487,93.14497198907904,77,72.83464566929135,Excellent,True,1,Efficient High Usage
1020,Nashik,Industrial,2023-11-19,640,256,578,90.60712163300504,19,60.0,Excellent,False,2,Maintenance Risk
1029,Nashik,Industrial,2023-11-20,541,119,664,94.3799493955635,30,78.00369685767097,Excellent,False,2,Maintenance Risk
1096,Nashik,Industrial,2023-11-21,690,140,570,85.1851156909056,45,79.71014492753623,Excellent,True,2,Maintenance Risk
1027,Nashik,Residential,2023-11-22,636,281,483,87.14441316401128,18,55.81761006289309,Average,True,2,Maintenance Risk
1063,Pune,Industrial,2023-11-23,576,247,1815,96.13440307255394,78,57.11805555555556,Average,True,1,Efficient High Usage
1096,Mumbai,Agriculture,2023-11-24,540,207,1025,88.6624241307423,62,61.66666666666667,Excellent,True,1,Efficient High Usage
1068,Pune,Industrial,2023-11-25,588,246,516,93.97013675993124,36,58.16326530612245,Average,False,2,Maintenance Risk
1060,Nashik,Industrial,2023-11-26,448,183,1948,90.77653904234543,84,59.15178571428571,Average,True,1,Efficient High Usage
1047,Pune,Industrial,2023-11-27,589,210,407,97.82208668198892,52,64.34634974533107,Excellent,False,2,Maintenance Risk
1018,Nashik,Agriculture,2023-06-01,535,165,748,99.28622958994966,19,69.1588785046729,Excellent,False,0,Low Performance
1003,Nashik,Residential,2023-06-02,442,257,1817,98.25347092555286,44,41.8552036199095,Average,False,0,Low Performance
1034,Pune,Agriculture,2023-06-03,489,152,1490,89.05929992040394,7,68.9161554192229,Excellent,True,0,Low Performance
1063,Nashik,Residential,2023-06-04,694,133,1124,87.91244303569124,44,80.835734870317,Excellent,True,0,Low Performance
1048,Mumbai,Residential,2023-06-05,644,249,1167,92.11652340431102,68,61.33540372670807,Excellent,True,1,Efficient High Usage
1016,Nashik,Industrial,2023-06-06,591,166,838,85.11001226254271,34,71.91201353637902,Excellent,True,2,Maintenance Risk
1043,Mumbai,Residential,2023-06-07,505,233,1966,85.38714089294773,66,53.86138613861387,Average,True,1,Efficient High Usage
1091,Mumbai,Agriculture,2023-06-08,632,126,1221,93.299359594345,69,80.0632911392405,Excellent,True,1,Efficient High Usage
1029,Nashik,Agriculture,2023-06-09,664,109,1843,92.80674106247928,55,83.58433734939759,Excellent,False,0,Low Performance
1092,Pune,Residential,2023-06-10,436,172,1388,99.9187298355289,10,60.550458715596335,Excellent,False,0,Low Performance
1045,Mumbai,Industrial,2023-06-11,440,195,1923,88.02762753045637,42,55.68181818181818,Average,True,1,Efficient High Usage
1005,Pune,Industrial,2023-06-12,416,147,1906,88.87155893740703,41,64.66346153846155,Excellent,True,0,Low Performance
1098,Mumbai,Agriculture,2023-06-13,676,169,239,86.7031096348943,77,75.0,Excellent,True,2,Maintenance Risk
1036,Nashik,Industrial,2023-06-14,458,286,1604,98.76314514480616,69,37.55458515283843,Poor,True,1,Efficient High Usage
1023,Nashik,Residential,2023-06-15,582,199,1360,96.66716866687676,10,65.80756013745705,Excellent,False,0,Low Performance
1092,Mumbai,Residential,2023-06-16,440,158,1073,97.33508667185272,10,64.0909090909091,Excellent,False,0,Low Performance
1045,Nashik,Agriculture,2023-06-17,438,101,1116,98.54145681946764,60,76.9406392694064,Excellent,False,0,Low Performance
1052,Mumbai,Residential,2023-06-18,591,256,1052,92.87349980088756,51,56.683587140439926,Average,False,1,Efficient High Usage
1094,Nashik,Agriculture,2023-06-19,666,295,1003,91.76789787176084,21,55.70570570570571,Average,False,0,Low Performance
1098,Pune,Residential,2023-06-20,546,164,171,89.95587210498425,8,69.96336996336996,Excellent,True,2,Maintenance Risk
1059,Nashik,Agriculture,2023-06-21,526,182,1790,93.83821921521783,65,65.39923954372624,Excellent,True,1,Efficient High Usage
1096,Pune,Industrial,2023-06-22,445,253,1313,91.81417595184732,78,43.146067415730336,Average,True,1,Efficient High Usage
1062,Nashik,Residential,2023-06-23,444,109,1391,91.77348379908362,85,75.45045045045045,Excellent,True,1,Efficient High Usage
1084,Pune,Residential,2023-06-24,400,152,1444,99.05391795596708,30,62.0,Excellent,False,0,Low Performance
1031,Nashik,Agriculture,2023-06-25,567,178,206,99.76047271418696,85,68.60670194003528,Excellent,True,2,Maintenance Risk
1086,Pune,Agriculture,2023-06-26,507,158,1355,96.94726583994373,49,68.83629191321499,Excellent,False,0,Low Performance
1032,Mumbai,Residential,2023-06-27,418,249,1165,96.35137135370393,9,40.430622009569376,Average,False,0,Low Performance
1066,Mumbai,Agriculture,2023-06-28,471,278,1825,95.20837242668652,17,40.976645435244166,Average,False,0,Low Performance
1017,Pune,Residential,2023-06-29,508,147,982,87.4911227850027,69,71.06299212598425,Excellent,True,1,Efficient High Usage
1024,Nashik,Industrial,2023-06-30,667,248,238,85.88658731313481,58,62.81859070464768,Excellent,True,2,Maintenance Risk
1094,Pune,Agriculture,2023-07-01,639,222,714,95.36089472669894,57,65.25821596244131,Excellent,False,2,Maintenance Risk
1053,Nashik,Residential,2023-07-02,489,121,1806,95.93179333384865,62,75.25562372188139,Excellent,True,1,Efficient High Usage
1057,Mumbai,Industrial,2023-07-03,502,199,962,85.70459486647209,52,60.3585657370518,Excellent,True,1,Efficient High Usage
1066,Nashik,Industrial,2023-07-04,649,197,372,98.92077625343272,61,69.64560862865947,Excellent,True,2,Maintenance Risk
1045,Mumbai,Residential,2023-07-05,407,257,1604,86.36710959167016,40,36.85503685503686,Poor,True,1,Efficient High Usage
1023,Nashik,Agriculture,2023-07-06,552,124,515,89.28850800656804,38,77.53623188405797,Excellent,True,2,Maintenance Risk
1031,Nashik,Residential,2023-07-07,573,127,605,95.08584719198056,43,77.83595113438045,Excellent,False,2,Maintenance Risk
1046,Nashik,Industrial,2023-07-08,557,292,832,87.54808891606714,63,47.57630161579892,Average,True,1,Efficient High Usage
1085,Pune,Residential,2023-07-09,614,212,1848,85.83123832663367,19,65.47231270358306,Excellent,True,0,Low Performance
1022,Pune,Agriculture,2023-07-10,576,144,1976,89.96719733746225,50,75.0,Excellent,True,0,Low Performance
1065,Mumbai,Industrial,2023-07-11,574,167,523,96.48957362282768,33,70.90592334494772,Excellent,False,2,Maintenance Risk
1026,Mumbai,Residential,2023-07-12,545,106,1530,91.20518018477892,13,80.55045871559633,Excellent,False,0,Low Performance
1001,Pune,Agriculture,2023-07-13,560,148,1691,94.79459382861909,78,73.57142857142858,Excellent,True,1,Efficient High Usage
1089,Mumbai,Industrial,2023-07-14,526,236,489,93.69428645842206,62,55.13307984790875,Average,True,2,Maintenance Risk
1016,Pune,Agriculture,2023-07-15,481,263,441,85.3332772303837,43,45.32224532224532,Average,True,2,Maintenance Risk
1032,Nashik,Industrial,2023-07-16,546,182,1045,99.8280998056856,49,66.66666666666666,Excellent,False,0,Low Performance
1008,Mumbai,Residential,2023-07-17,638,228,713,85.62142133229082,36,64.26332288401254,Excellent,True,2,Maintenance Risk
1042,Mumbai,Agriculture,2023-07-18,483,237,592,99.51704106472728,10,50.931677018633536,Average,False,2,Maintenance Risk
1047,Pune,Industrial,2023-07-19,512,263,291,93.24796267546596,6,48.6328125,Average,False,2,Maintenance Risk
1038,Mumbai,Agriculture,2023-07-20,624,172,598,99.447385405976,57,72.43589743589743,Excellent,False,2,Maintenance Risk
1092,Mumbai,Agriculture,2023-07-21,642,145,921,86.72130399120753,1,77.41433021806854,Excellent,True,0,Low Performance
1041,Nashik,Residential,2023-07-22,542,205,1835,92.3561277877827,71,62.17712177121771,Excellent,True,1,Efficient High Usage
1025,Mumbai,Agriculture,2023-07-23,440,259,1356,87.54256137799088,58,41.13636363636364,Average,True,1,Efficient High Usage
1098,Nashik,Industrial,2023-07-24,657,131,326,85.76462315533664,21,80.06088280060882,Excellent,True,2,Maintenance Risk
1049,Pune,Industrial,2023-07-25,684,105,1494,94.26293672593468,80,84.64912280701753,Excellent,True,1,Efficient High Usage
1024,Mumbai,Industrial,2023-07-26,504,275,238,88.11675131442537,56,45.43650793650794,Average,True,2,Maintenance Risk
1023,Nashik,Industrial,2023-07-27,601,265,955,93.8154552743132,87,55.906821963394336,Average,True,1,Efficient High Usage
1012,Pune,Residential,2023-07-28,665,244,916,86.68546722923479,20,63.30827067669173,Excellent,True,2,Maintenance Risk
1059,Mumbai,Agriculture,2023-07-29,609,173,1272,89.97979707149054,54,71.5927750410509,Excellent,True,1,Efficient High Usage
1006,Pune,Residential,2023-07-30,450,213,1238,96.72448837079872,25,52.66666666666666,Average,False,0,Low Performance
1056,Mumbai,Agriculture,2023-07-31,517,126,1573,91.5557728276328,28,75.62862669245648,Excellent,False,0,Low Performance
1035,Pune,Agriculture,2023-08-01,600,153,1186,94.41618122346004,5,74.5,Excellent,False,0,Low Performance
1044,Pune,Agriculture,2023-08-02,438,277,203,94.7118691111832,21,36.75799086757991,Poor,False,2,Maintenance Risk
1019,Nashik,Residential,2023-08-03,427,262,1974,97.6563256598094,18,38.64168618266979,Poor,False,0,Low Performance
1064,Pune,Agriculture,2023-08-04,658,184,970,89.87384191609962,47,72.03647416413374,Excellent,True,2,Maintenance Risk
1007,Mumbai,Residential,2023-08-05,483,226,767,95.30943343873776,70,53.20910973084886,Average,True,1,Efficient High Usage
1015,Mumbai,Industrial,2023-08-06,554,252,372,99.42423710569248,57,54.51263537906137,Average,False,2,Maintenance Risk
1013,Nashik,Industrial,2023-08-07,516,255,1129,95.95365001536804,19,50.58139534883721,Average,False,0,Low Performance
1075,Mumbai,Agriculture,2023-08-08,401,210,1270,92.34805715076617,65,47.63092269326683,Average,True,1,Efficient High Usage
1086,Mumbai,Residential,2023-08-09,492,114,283,94.46076166737892,3,76.82926829268293,Excellent,False,2,Maintenance Risk
1014,Mumbai,Industrial,2023-08-10,565,231,1151,96.09524346644662,42,59.11504424778761,Average,False,0,Low Performance
1091,Pune,Residential,2023-08-11,695,192,1673,94.18413648540808,21,72.37410071942446,Excellent,False,0,Low Performance
1097,Pune,Residential,2023-08-12,657,222,1242,85.25013720234759,40,66.21004566210046,Excellent,True,1,Efficient High Usage
1065,Mumbai,Agriculture,2023-08-13,480,172,392,87.92160246530838,67,64.16666666666667,Excellent,True,2,Maintenance Risk
1031,Nashik,Industrial,2023-08-14,667,254,1494,97.157023258232,25,61.91904047976012,Excellent,False,0,Low Performance
1086,Pune,Agriculture,2023-08-15,634,253,1367,89.08975970968727,55,60.094637223974765,Excellent,True,1,Efficient High Usage
1062,Nashik,Agriculture,2023-08-16,612,246,1703,95.973431793417,84,59.80392156862745,Average,True,1,Efficient High Usage
1085,Mumbai,Industrial,2023-08-17,461,191,1849,90.58180322862547,52,58.56832971800434,Average,False,1,Efficient High Usage
1050,Mumbai,Industrial,2023-08-18,448,116,1341,92.82826492236914,44,74.10714285714286,Excellent,False,0,Low Performance
1024,Pune,Residential,2023-08-19,526,142,276,86.01959949729105,85,73.00380228136882,Excellent,True,2,Maintenance Risk
1057,Mumbai,Industrial,2023-08-20,622,220,1422,87.71838341574565,56,64.63022508038586,Excellent,True,1,Efficient High Usage
1062,Pune,Residential,2023-08-21,678,140,1799,99.35795445278852,55,79.35103244837758,Excellent,False,0,Low Performance
1061,Mumbai,Residential,2023-08-22,693,269,157,98.3520708017037,87,61.18326118326118,Excellent,True,2,Maintenance Risk
1021,Mumbai,Residential,2023-08-23,683,277,1392,94.78412666348576,70,59.44363103953148,Average,True,1,Efficient High Usage
1057,Pune,Industrial,2023-08-24,676,267,407,91.89466896078606,77,60.502958579881664,Excellent,True,2,Maintenance Risk
1057,Pune,Agriculture,2023-08-25,506,138,1693,95.13641939342835,87,72.72727272727273,Excellent,True,1,Efficient High Usage
1085,Pune,Residential,2023-08-26,545,212,1411,94.27915433640908,73,61.100917431192656,Excellent,True,1,Efficient High Usage
1048,Mumbai,Agriculture,2023-08-27,498,250,1076,93.5282838340692,81,49.79919678714859,Average,True,1,Efficient High Usage
1051,Mumbai,Agriculture,2023-08-28,472,210,1228,85.88765607795312,66,55.50847457627118,Average,True,1,Efficient High Usage
1041,Nashik,Industrial,2023-08-29,521,279,1351,94.4920391599226,19,46.44913627639156,Average,False,0,Low Performance
1069,Pune,Agriculture,2023-08-30,429,146,1370,96.53380066856752,83,65.96736596736596,Excellent,True,1,Efficient High Usage
1014,Mumbai,Agriculture,2023-08-31,587,162,799,99.91122481968364,7,72.40204429301534,Excellent,False,0,Low Performance
1053,Mumbai,Industrial,2023-09-01,687,209,1617,85.16617828891465,63,69.5778748180495,Excellent,True,1,Efficient High Usage
1059,Pune,Residential,2023-09-02,594,168,182,95.95260179966014,42,71.71717171717171,Excellent,False,2,Maintenance Risk
1096,Nashik,Agriculture,2023-09-03,555,142,1309,93.57683973903973,42,74.41441441441441,Excellent,False,0,Low Performance
1007,Pune,Industrial,2023-09-04,571,275,351,91.51078264121436,59,51.83887915936952,Average,False,2,Maintenance Risk
